Unité	F	f_1 - 4	Score	f_5 - 6	Score	f_7 - 10	Score
"endroit"	72	6	-0.6724	14	-0.271	52	0.5804
"auparavant"	22	5	0.92	3	-0.4709	14	-0.3902
"inaccessible"	9	0	-0.5067	1	-0.356	8	0.7891
"incontournable"	10	0	-0.563	0	-0.9613	10	1.6758
"malheureusement"	109	15	0.4616	37	3.4024	57	-3.3372
"trébucher"	5	0	-0.2815	0	-0.4807	5	0.8379
"maniabilité"	52	5	-0.4175	9	-0.398	38	0.5762
"conjuguer"	2	0	-0.1126	0	-0.1923	2	0.3352
"instantané"	3	0	-0.1689	0	-0.2884	3	0.5027
"contact"	20	1	-0.5498	3	-0.3791	16	0.7391
"mortel"	12	3	0.7657	3	0.36	6	-0.8171
"déplacement"	50	4	-0.5899	10	0.2627	36	0.4823
"mouvement"	68	11	0.7007	11	-0.5558	46	-0.2826
"horizontal"	2	0	-0.1126	0	-0.1923	2	0.3352
"souffrir"	43	7	0.5788	8	-0.2926	28	-0.3999
"inertie"	5	1	0.3215	0	-0.4807	4	0.3123
"incompatible"	2	0	-0.1126	1	0.4465	1	-0.2694
"difficulté"	103	16	0.7391	19	-0.3805	68	-0.4325
"passage"	120	21	1.2629	23	-0.3194	76	-0.7963
"particulier"	61	7	-0.2733	9	-0.6912	45	0.6894
"aussi"	748	76	-1.2987	145	-0.4045	527	1.1043
"lequel"	141	20	0.5768	26	-0.4164	95	-0.3281
"chute"	27	2	-0.4608	7	0.5528	18	-0.2894
"impliquer"	25	3	-0.1951	5	0.2424	17	0.2264
"chemin"	54	2	-1.4852	11	0.287	41	0.8744
"tentative"	8	4	1.992	1	-0.2945	3	-1.1244
"suivant"	34	4	-0.2209	6	-0.3237	24	0.3443
"loin"	160	20	0.3159	24	-1.1468	116	0.8978
"là"	410	59	1.0113	89	0.7232	262	-1.3592
"rendre"	324	29	-1.3766	62	-0.3933	233	1.1461
"frustrant"	42	5	-0.2245	7	-0.4128	30	0.4153
"heureusement"	73	10	0.4035	17	0.5657	46	-0.6685
"insurmontable"	5	0	-0.2815	0	-0.4807	5	0.8379
"malgré"	201	20	-0.6997	46	0.7925	135	-0.3691
"terminer"	129	17	0.3975	31	0.8508	81	-0.9151
"%"	73	7	-0.4895	8	-1.4826	58	1.675
"rigueur"	8	3	1.2019	2	0.3076	3	-1.1244
"persévérance"	5	1	0.3215	1	0.1743	3	-0.2901
"beau"	347	44	0.3904	60	-0.8924	243	0.6479
"surprise"	61	8	0.3307	13	0.3586	40	-0.4099
"je"	3732	632	17.1172	829	3.7321	2271	-19.7991
"suivre|être"	326	45	0.6931	65	0.2948	216	-0.5693
"emballer"	10	1	-0.1857	2	0.2077	7	0.2253
"minute"	95	19	1.7129	27	1.5457	49	-3.1977
"finalement"	144	20	0.5267	29	0.3016	95	-0.4802
"plaisir"	231	16	-2.1771	42	-0.5328	173	1.8755
"level"	35	5	0.3727	9	0.6056	21	-0.6968
"design"	101	18	1.2117	22	0.4545	61	-1.1871
"type"	74	13	0.9599	17	0.5345	44	-1.1206
"voir"	670	91	0.8455	155	1.6957	424	-2.262
"mal"	364	57	1.5561	88	1.6078	219	-3.0037
"indépendant"	16	2	0.2247	0	-1.5381	14	1.1355
"excellent"	140	6	-2.9084	20	-1.2452	114	3.5788
""""	1325	185	1.5847	193	-6.4877	947	2.4843
"The"	148	8	-2.3224	23	-0.9574	117	2.7163
"Dans"	7	0	-0.3941	2	0.3775	5	0.2211
"peiner"	9	2	0.5219	1	-0.356	6	-0.2293
"démarquer"	12	2	0.3582	1	-0.5544	9	0.365
"production"	45	1	-1.6744	7	-0.5146	37	1.5967
"grossier"	10	1	-0.1857	3	0.4978	6	-0.3928
"périple"	16	1	-0.3936	3	-0.219	12	0.4186
"direction"	102	7	-1.2137	18	-0.4694	77	1.2077
"étoffer"	11	0	-0.6193	4	0.8014	7	-0.3104
"zone"	109	4	-2.7012	14	-1.4189	91	3.7114
"révéler"	59	9	0.5434	11	-0.314	39	-0.3707
"varié"	48	1	-1.8191	7	-0.626	40	1.8751
"concerner"	79	9	-0.2983	16	0.2928	54	0.2791
"scénario"	469	82	3.3109	118	2.5279	269	-6.0538
"aucun"	255	64	7.9498	64	1.6202	127	-8.8788
"texte"	12	3	0.7657	3	0.36	6	-0.8171
"in-game"	6	1	0.2671	0	-0.5768	5	0.4228
"exclusivement"	6	3	1.5681	0	-0.5768	3	-0.5319
"narrer"	9	4	1.7803	2	0.2522	3	-1.4577
"tableau"	22	2	-0.3107	2	-0.8004	18	0.9211
"tenture"	2	0	-0.1126	0	-0.1923	2	0.3352
"indispensable"	23	1	-0.6733	3	-0.5194	19	1.0167
"contribuer"	18	1	-0.4704	3	-0.2948	14	0.5708
"ambiance"	264	16	-3.1284	46	-0.7422	202	2.8361
"autant"	249	26	-0.6278	51	0.3694	172	0.415
"rester"	393	34	-1.7734	67	-1.048	292	2.4267
"limpide"	5	0	-0.2815	0	-0.4807	5	0.8379
"contrario"	4	0	-0.2252	1	0.231	3	0.2104
"Braid"	3	0	-0.1689	0	-0.2884	3	0.5027
"gameplay"	461	61	0.5862	95	0.4428	305	-0.6697
"inverser"	14	1	-0.3202	2	-0.3435	11	0.5281
"objet"	73	6	-0.6972	12	-0.5436	55	0.9618
"principe"	32	6	0.7293	7	0.3407	19	-0.7106
"+"	116	3	-3.619	39	3.4559	74	-0.7173
"--"	17	0	-0.9571	14	7.2641	3	-4.5543
"assimiler"	18	2	-0.2057	6	0.888	10	-0.7255
"vite"	206	32	1.0579	54	1.7939	120	-2.6812
"dur"	65	10	0.5814	20	1.6141	35	-1.9225
"Il"	41	7	0.6469	8	-0.2433	26	-0.4985
"final"	332	26	-2.1371	91	3.2554	215	-0.9384
"chance"	57	10	0.8275	12	0.3348	35	-0.7515
"coincer"	7	1	0.2244	0	-0.6729	6	0.54
"contre"	243	21	-1.2818	70	3.2791	152	-1.3811
"aspect"	116	14	-0.2526	21	-0.4336	81	0.4243
"plateforme"	32	3	-0.3531	3	-1.0162	26	1.1334
"exiger"	15	1	-0.3565	4	0.4604	10	-0.2575
"adresse"	2	0	-0.1126	0	-0.1923	2	0.3352
"échec"	21	1	-0.5905	4	-0.2272	16	0.5361
"nombre"	76	7	-0.5523	15	-0.2533	54	0.4805
"cinq"	18	2	-0.2057	6	0.888	10	-0.7255
"fonctionner"	58	7	-0.2286	15	0.7895	36	-0.6922
"principalement"	26	3	-0.2153	3	-0.6738	20	0.6474
"apprentissage"	3	0	-0.1689	0	-0.2884	3	0.5027
"sans"	717	124	4.4216	170	2.2015	423	-6.5964
"grand"	509	42	-2.5261	101	-0.281	366	1.5066
"terme"	72	12	0.7957	8	-1.4323	52	0.5804
"exécution"	11	0	-0.6193	2	-0.2061	9	0.5792
"part"	225	36	1.2818	50	0.6813	139	-1.5467
"random"	9	3	1.0658	1	-0.356	5	-0.4981
"vous"	1844	162	-5.6647	330	-1.755	1352	6.4791
"juste"	289	40	0.6708	67	1.0404	182	-1.3963
"pattern"	12	0	-0.6756	6	1.7272	6	-0.8171
"devoir"	443	48	-0.6577	109	2.0794	286	-1.1657
"citer"	24	5	0.7983	0	-2.3072	19	0.7688
"défaut"	275	15	-3.8416	51	-0.4899	209	2.6567
"map"	55	5	-0.4852	17	1.4622	33	-0.8826
"afficher"	23	3	0.266	4	-0.2944	16	0.2716
"où"	479	56	-0.3867	104	0.7749	319	-0.5653
"item"	11	0	-0.6193	6	1.9492	5	-0.9861
"vrai"	248	27	-0.5092	35	-1.9235	186	2.0171
"arriver"	261	33	0.3636	70	2.4039	158	-2.1799
"régulièrement"	19	0	-1.0697	2	-0.6169	17	1.5041
"devant"	83	10	-0.2433	21	0.8688	52	-0.7518
"moment"	348	32	-1.3035	89	2.2558	227	-0.8294
"revenir"	126	18	0.5708	38	2.4162	70	-2.633
"lorsque"	182	19	-0.5499	30	-0.8334	133	1.0954
"compétence"	60	4	-0.8825	11	-0.3375	45	0.818
"adéquat"	3	0	-0.1689	1	0.314	2	-0.1638
"présence"	33	4	-0.203	7	0.3087	22	-0.3006
"indication"	8	2	0.5969	2	0.3076	4	-0.6342
"moins"	395	44	-0.5251	72	-0.6406	279	0.8505
"doter"	33	8	1.3927	5	-0.4731	20	-0.6345
"mémoire"	39	6	0.4743	5	-0.731	28	0.4261
"visuel"	61	12	1.2109	9	-0.6912	40	-0.4099
"orientation"	9	1	-0.1553	2	0.2522	6	-0.2293
"souvent"	208	14	-2.1275	42	0.3195	152	1.1857
"retaper"	4	0	-0.2252	1	0.231	3	0.2104
"intégralité"	11	1	-0.2174	2	-0.2061	8	0.2919
"question"	84	11	0.3515	18	0.3967	55	-0.4571
"déjà"	239	36	0.9855	44	-0.4944	159	-0.4725
"cas"	141	19	0.4527	21	-1.0879	101	0.6946
"Super"	10	2	0.4586	2	0.2077	6	-0.3928
"Metroid"	3	1	0.4919	0	-0.2884	2	-0.1638
"admettre"	16	6	2.0595	2	-0.4471	8	-0.9842
"qu'"	42	4	-0.3876	10	0.5006	28	-0.3144
"aujourd'"	60	9	0.5179	12	0.2673	39	-0.4496
"hui"	65	10	0.5814	12	-0.3352	43	-0.3756
"me"	1205	229	11.2186	247	0.5249	729	-7.611
"forcer"	56	8	0.431	8	-0.7164	40	0.4599
"TOUTES"	2	0	-0.1126	0	-0.1923	2	0.3352
"plusieurs"	149	19	0.3476	28	-0.3772	102	0.3097
"moyen"	97	8	-0.818	29	1.9231	60	-0.9252
"localiser"	2	0	-0.1126	0	-0.1923	2	0.3352
"gens"	97	15	0.7062	23	0.6938	59	-1.0867
"plaindre"	15	0	-0.8445	2	-0.3942	13	1.0175
"imprécis"	9	1	-0.1553	4	1.077	4	-0.9018
"mon"	676	125	5.8752	112	-1.7831	439	-1.3049
"provoquer"	24	5	0.7983	3	-0.5694	16	-0.283
"poser"	90	12	0.3839	13	-0.9145	65	0.6402
"problème"	220	28	0.3682	53	1.1519	139	-1.131
"jouable"	15	4	1.002	5	0.7944	6	-1.6266
"facile"	98	11	-0.333	22	0.5284	65	-0.399
"appréhender"	9	0	-0.5067	0	-0.8652	9	1.5082
"orbe"	10	0	-0.563	3	0.4978	7	0.2253
"Boy"	5	0	-0.2815	0	-0.4807	5	0.8379
"souvenir"	98	22	2.5123	23	0.6625	53	-2.5562
"la"	131	15	-0.3298	26	-0.2587	90	0.3263
"environ"	26	2	-0.4293	6	0.3818	18	0.2679
"heure"	341	40	-0.3517	66	-0.3565	235	0.4193
"fouiller"	15	2	0.2519	1	-0.7684	12	0.6169
"parcourir"	78	4	-1.4913	14	-0.398	60	1.2584
"excellence"	7	1	0.2244	0	-0.6729	6	0.54
"période"	37	15	4.9053	4	-0.9356	18	-1.9467
"creux"	22	5	0.92	10	2.2352	7	-3.266
"vidéo"	203	28	0.5739	33	-0.9442	142	0.5198
"-l"	83	11	0.3676	3	-4.7678	69	2.8425
"On"	39	2	-0.8819	3	-1.4588	34	2.2683
"manipulation"	7	0	-0.3941	1	-0.2361	6	0.54
"force"	75	6	-0.7479	16	0.3776	53	0.4447
"hasardeux"	5	0	-0.2815	2	0.5854	3	-0.2901
"récupérer"	79	9	-0.2983	21	1.0439	49	-0.8096
"indiquer"	28	6	0.9338	3	-0.7834	19	-0.248
"combien"	17	2	-0.1819	6	0.9881	9	-0.8451
"tantinet"	2	0	-0.1126	0	-0.1923	2	0.3352
"rager"	17	2	-0.1819	4	0.3515	11	-0.323
"parce"	264	39	0.9371	55	0.4331	170	-0.9263
"one"	8	1	0.1901	1	-0.2945	6	0.3002
"shot"	4	0	-0.2252	0	-0.3845	4	0.6703
"rentrer"	35	6	0.6065	8	0.4064	21	-0.6968
"dégager"	28	1	-0.8883	4	-0.4927	23	1.1215
"tel"	147	18	0.2801	17	-2.2621	112	1.7315
"niveau"	385	44	-0.4366	100	2.6755	241	-1.8458
"musique"	207	18	-1.1342	22	-3.5671	167	4.5051
"agréable"	100	10	-0.4997	24	0.7466	66	-0.4309
"fluide"	38	4	-0.2993	5	-0.6852	29	0.7501
"plupart"	79	9	-0.2983	20	0.8488	50	-0.6619
"ingénieux"	10	0	-0.563	2	0.2077	8	0.4803
"aimer"	241	27	-0.4323	56	0.9595	158	-0.6401
"pièce"	19	2	-0.2305	3	-0.3359	14	0.3995
"roue"	9	1	-0.1553	2	0.2522	6	-0.2293
"pioche"	2	0	-0.1126	0	-0.1923	2	0.3352
"après-midi"	5	0	-0.2815	0	-0.4807	5	0.8379
"clair"	52	4	-0.6452	9	-0.398	39	0.7562
"probablement"	35	5	0.3727	5	-0.5543	25	0.3899
"conseiller"	32	0	-1.8016	9	0.7717	23	0.4007
"quiconque"	5	0	-0.2815	0	-0.4807	5	0.8379
"curieux"	10	0	-0.563	2	0.2077	8	0.4803
"adorer"	71	3	-1.6751	12	-0.4869	56	1.5276
"recherche"	58	10	0.7922	6	-1.3763	42	0.5463
"développeurs"	94	9	-0.5527	19	0.2954	66	0.4355
"âme"	28	1	-0.8883	6	0.3082	21	0.549
"essayer|essayer"	72	14	1.3007	18	0.7672	40	-1.7403
"quitter"	40	2	-0.9199	13	1.3867	25	-0.5552
"six"	17	1	-0.4316	5	0.6254	11	-0.323
"nécessaire"	44	8	0.798	8	-0.319	28	-0.4968
"riche"	52	3	-0.9628	7	-0.7879	42	1.5247
"extraordinaire"	16	1	-0.3936	3	-0.219	12	0.4186
"palette"	6	1	0.2671	0	-0.5768	5	0.4228
"savamment"	3	0	-0.1689	1	0.314	2	-0.1638
"choisir"	59	7	-0.2431	12	0.2884	40	-0.2705
"avatar"	3	1	0.4919	0	-0.2884	2	-0.1638
"anonyme"	3	0	-0.1689	1	0.314	2	-0.1638
"promener"	25	3	-0.1951	1	-1.5463	21	1.2158
"agréablement"	7	0	-0.3941	2	0.3775	5	0.2211
"intelligemment"	6	0	-0.3378	0	-0.5768	6	1.0055
"base"	121	12	-0.558	39	3.0501	70	-1.9151
"magnétisme"	4	0	-0.2252	2	0.7481	2	-0.4157
"concept"	81	14	0.9573	13	-0.6194	54	-0.3559
"jamais"	265	47	2.2853	43	-1.1103	175	-0.5719
"ainsi"	238	23	-0.8564	41	-0.7566	174	1.2972
"soigner"	55	4	-0.7313	10	-0.3402	41	0.7318
"follement"	4	0	-0.2252	2	0.7481	2	-0.4157
"architecture"	36	3	-0.4587	4	-0.8819	29	1.1486
"général"	65	4	-1.0423	6	-1.769	55	2.7191
"visiter"	53	8	0.5039	12	0.4473	33	-0.6466
"supplémentaire"	18	3	0.4234	1	-0.9932	14	0.5708
"entre-temps"	2	0	-0.1126	1	0.4465	1	-0.2694
"tromper"	13	2	0.3179	4	0.6051	7	-0.6786
"possible"	126	19	0.7205	27	0.4402	80	-0.7906
"ligne"	57	3	-1.1407	13	0.4722	41	0.5022
"droit"	91	5	-1.5484	19	0.352	67	0.8281
"tendance"	28	3	-0.2582	5	-0.2939	20	0.3614
"intelligent"	23	2	-0.3392	4	-0.2944	17	0.4448
"rappeler"	78	9	-0.284	11	-0.8975	58	0.8595
"quel"	130	10	-1.1483	22	-0.6263	98	1.3882
"cerveau"	9	1	-0.1553	2	0.2522	6	-0.2293
"lier"	33	4	-0.203	9	0.7121	20	-0.6345
"manette"	35	5	0.3727	3	-1.2011	27	0.786
"prime"	21	2	-0.283	3	-0.4241	16	0.5361
"jeunesse"	9	0	-0.5067	0	-0.8652	9	1.5082
"jour"	143	14	-0.6296	19	-1.5697	110	1.9149
"aberrant"	6	2	0.7985	1	-0.1812	3	-0.5319
"résumer"	60	15	2.3324	12	0.2673	33	-1.6211
"ensemble"	76	14	1.1362	15	-0.2533	47	-0.8161
"sentiment"	76	4	-1.4194	13	-0.4785	59	1.3629
"vieux"	46	3	-0.7608	15	1.5429	28	-0.7232
"recette"	9	0	-0.5067	3	0.5884	6	-0.2293
"habillage"	2	0	-0.1126	1	0.4465	1	-0.2694
"totalement"	125	27	2.6896	29	0.6935	69	-2.7281
"moderne"	31	2	-0.593	5	-0.3971	24	0.7542
"neuf"	10	1	-0.1857	2	0.2077	7	0.2253
"encore"	531	66	0.3529	95	-0.8563	370	0.6672
"phrase"	17	3	0.4657	7	1.4397	7	-1.6894
"bugs"	91	9	-0.496	19	0.352	63	0.348
"manque"	92	11	-0.255	20	0.4378	61	-0.3951
"contenu"	52	2	-1.4012	11	0.3355	39	0.7562
"peut-être"	88	10	-0.3092	13	-0.8446	65	0.8469
"rien"	455	82	3.7347	113	2.2618	260	-6.0975
"parer"	19	3	0.3853	3	-0.3359	13	0.2276
"pic"	2	0	-0.1126	1	0.4465	1	-0.2694
"non"	330	74	6.8684	83	1.9565	173	-8.5362
"objectivement"	7	0	-0.3941	1	-0.2361	6	0.54
"inciter"	13	2	0.3179	0	-1.2497	11	0.7909
"encenser"	3	1	0.4919	0	-0.2884	2	-0.1638
"mystère"	24	2	-0.3685	4	-0.3307	18	0.5089
"doser"	12	2	0.3582	2	-0.2491	8	-0.2453
"simplicité"	10	1	-0.1857	2	0.2077	7	0.2253
"capacité"	79	13	0.7994	8	-1.7959	58	0.7426
"hors"	49	7	0.4132	8	-0.4673	34	0.3146
"catégorie"	27	3	-0.2364	3	-0.728	21	0.7215
"imposer"	24	1	-0.7155	2	-0.929	21	1.5674
"vue"	92	12	0.3525	21	0.5621	59	-0.6095
"fort"	164	13	-1.2521	21	-1.9183	130	3.0408
"sommer|être"	33	7	1.0081	5	-0.4731	21	-0.4481
"exister"	80	4	-1.564	10	-1.2217	66	2.5716
"pourquoi"	165	36	3.4666	51	3.3031	78	-7.5235
"monsieur"	10	2	0.4586	1	-0.42	7	0.2253
"appeler"	58	7	-0.2286	9	-0.5856	42	0.5463
"cache"	4	0	-0.2252	1	0.231	3	0.2104
"commun"	33	2	-0.6624	5	-0.4731	26	0.9047
"comparer"	39	3	-0.5441	9	0.4353	27	0.2922
"somptueux"	24	1	-0.7155	4	-0.3307	19	0.7688
"sévère"	8	2	0.5969	3	0.6991	3	-1.1244
"clavier"	17	3	0.4657	2	-0.502	12	0.2801
"arrêter"	69	15	1.76	14	0.2908	40	-1.29
"comparaison"	27	3	-0.2364	7	0.5528	17	-0.4508
"car"	389	42	-0.6363	98	2.2227	249	-1.2766
"pente"	3	0	-0.1689	0	-0.2884	3	0.5027
"boy"	20	1	-0.5498	1	-1.1477	18	1.6311
"bosse"	4	0	-0.2252	0	-0.3845	4	0.6703
"ramener"	26	4	0.4079	5	-0.233	17	-0.3368
"sauvegarde"	21	5	0.9886	1	-1.2262	15	0.3279
"pitié"	13	4	1.1983	2	-0.295	7	-0.6786
"tant"	191	26	0.5233	47	1.2032	118	-1.3918
"mieux"	174	18	-0.5605	29	-0.7725	127	1.0468
"répétitif"	169	30	1.6677	51	3.0402	88	-4.9213
"plaisant"	44	0	-2.4772	9	0.2838	35	1.1854
"progression"	68	5	-0.8217	8	-1.2369	55	1.8845
"collecter"	11	3	0.8517	1	-0.4863	7	-0.3104
"huit"	4	1	0.393	1	0.231	2	-0.4157
"durée"	102	8	-0.9409	17	-0.5995	77	1.2077
"correct"	43	9	1.1509	9	0.3096	25	-0.9487
"prix"	45	9	1.049	6	-0.7377	30	-0.3184
"recommander"	27	0	-1.5201	7	0.5528	20	0.4867
"avantage"	23	3	0.266	2	-0.8641	18	0.6879
"habituer"	20	0	-1.126	1	-1.1477	19	2.3339
"plateformes"	7	1	0.2244	1	-0.2361	5	0.2211
"réviser"	3	0	-0.1689	0	-0.2884	3	0.5027
"physique"	32	3	-0.3531	6	-0.2647	23	0.4007
"rigolo"	9	0	-0.5067	4	1.077	5	-0.4981
"!"	1045	175	5.0703	218	0.662	652	-4.139
"univers"	339	36	-0.6598	72	0.5511	231	0.2997
"Steampunk"	2	0	-0.1126	1	0.4465	1	-0.2694
"étonnant"	23	2	-0.3392	2	-0.8641	19	1.0167
"élément"	105	10	-0.5917	23	0.4741	72	0.305
"charge"	9	1	-0.1553	1	-0.356	7	0.387
"partir"	183	31	1.4517	32	-0.6173	120	-0.5757
"propulser"	9	0	-0.5067	2	0.2522	7	0.387
"modifier"	20	0	-1.126	1	-1.1477	19	2.3339
"splendide"	12	0	-0.6756	1	-0.5544	11	1.1881
"croire"	121	20	1.0224	24	-0.2581	77	-0.754
"évoluer"	63	8	0.2969	7	-1.3007	48	0.9932
"roman"	6	1	0.2671	0	-0.5768	5	0.4228
"graphique"	71	15	1.6527	10	-0.8514	46	-0.4921
"accorder"	14	0	-0.7882	1	-0.6957	13	1.4658
"dévaster"	6	0	-0.3378	2	0.4671	4	-0.206
"diriger"	34	6	0.6449	6	-0.3237	22	-0.3952
"5h"	2	0	-0.1126	1	0.4465	1	-0.2694
"normal"	41	4	-0.3647	16	2.4382	21	-1.7295
"9h"	2	0	-0.1126	0	-0.1923	2	0.3352
"moi"	314	45	0.8601	64	0.3667	205	-0.777
"vraiment"	585	69	-0.372	142	2.2976	374	-1.6881
"mauvais"	121	25	2.2696	35	1.969	61	-4.354
"bémol"	17	0	-0.9571	0	-1.6342	17	2.8489
"ficher"	10	0	-0.563	3	0.4978	7	0.2253
"orienter"	18	1	-0.4704	3	-0.2948	14	0.5708
"définitif"	21	2	-0.283	1	-1.2262	18	1.2263
"mâtiner"	3	0	-0.1689	1	0.314	2	-0.1638
"air"	79	4	-1.5275	14	-0.4216	61	1.3217
"amateur"	17	1	-0.4316	3	-0.2558	13	0.4925
"pauvre"	44	9	1.0988	8	-0.319	27	-0.6665
"toutefois"	36	1	-1.2499	12	1.394	23	-0.4474
"accumuler"	12	2	0.3582	2	-0.2491	8	-0.2453
"certes"	106	8	-1.0438	26	0.8545	72	-0.2748
"fleurer"	4	0	-0.2252	1	0.231	3	0.2104
"complet"	49	3	-0.8601	11	0.4217	35	0.4384
"jurer"	4	0	-0.2252	0	-0.3845	4	0.6703
"empêcher"	51	6	-0.2425	5	-1.3533	40	1.1534
"mourir"	91	11	-0.2431	29	2.3417	51	-1.95
"ennui"	30	9	2.1221	9	0.9055	12	-2.8332
"impression"	176	24	0.5142	48	1.9678	104	-2.0968
"pittoresque"	3	0	-0.1689	0	-0.2884	3	0.5027
"entre"	411	48	-0.3774	88	0.6358	275	-0.4721
"âge"	20	5	1.063	4	0.2349	11	-0.8036
"convenir"	6	0	-0.3378	0	-0.5768	6	1.0055
"via"	46	9	1.0015	10	0.3648	27	-0.9292
"statue"	5	0	-0.2815	1	0.1743	4	0.3123
"marionnette"	2	0	-0.1126	0	-0.1923	2	0.3352
"raconter"	55	8	0.4542	12	0.3875	35	-0.5403
"visuellement"	34	3	-0.4047	9	0.6569	22	-0.3952
"eau"	43	6	0.3702	10	0.463	27	-0.5511
"ingame"	3	0	-0.1689	1	0.314	2	-0.1638
"côté"	282	25	-1.2998	69	1.4775	188	-0.4709
"classique"	73	6	-0.6972	13	-0.4025	54	0.7801
"patte"	14	0	-0.7882	1	-0.6957	13	1.4658
"lot"	23	5	0.8568	1	-1.3851	17	0.4448
"-"	429	21	-6.6406	128	6.2676	280	-0.9054
"répulsion"	2	0	-0.1126	1	0.4465	1	-0.2694
"délicat"	11	0	-0.6193	2	-0.2061	9	0.5792
"exception"	19	5	1.1441	4	0.2687	10	-0.9249
"près"	70	10	0.4635	17	0.6688	43	-0.8311
"hardcore"	10	0	-0.563	4	0.9268	6	-0.3928
"infaisable"	2	0	-0.1126	1	0.4465	1	-0.2694
"ajouter"	93	17	1.2557	11	-1.5284	65	0.4051
"ceci"	45	4	-0.4597	10	0.3952	31	0.2843
"déplacer"	41	3	-0.6037	13	1.3052	25	-0.6751
"instantanément"	9	1	-0.1553	3	0.5884	5	-0.4981
"mètre"	25	5	0.7442	4	-0.3688	16	-0.3911
"manipuler"	9	1	-0.1553	1	-0.356	7	0.387
"dimanche"	5	1	0.3215	0	-0.4807	4	0.3123
"Metroidvania"	2	0	-0.1126	1	0.4465	1	-0.2694
"prétention"	3	1	0.4919	1	0.314	1	-0.6165
"assumer"	12	0	-0.6756	4	0.6955	8	-0.2453
"désagréable"	18	0	-1.0134	3	-0.2948	15	0.9072
"réalisation"	50	6	-0.2269	10	0.2627	34	0.2469
"baser"	34	4	-0.2209	5	-0.513	25	0.5064
"effet"	167	20	-0.2754	36	0.4956	111	-0.4383
"balader"	54	9	0.6892	9	-0.4569	36	-0.3294
"ouvrir"	79	10	0.3038	17	0.3991	52	-0.4198
"accessible"	23	1	-0.6733	6	0.5243	16	0.2716
"dialogue"	114	27	3.3285	18	-0.7802	69	-1.2532
"incarner"	69	13	1.149	13	-0.3115	43	-0.7248
"jeune"	73	7	-0.4895	14	-0.2903	52	0.4896
"horrible"	18	6	1.7871	3	-0.2948	9	-1.0641
"techniquement"	35	4	-0.2395	12	1.4862	19	-1.2031
"superbe"	65	3	-1.4402	16	0.6845	46	0.4325
"magnifique"	109	4	-2.7012	17	-0.7966	88	2.6711
"valeur"	24	6	1.2012	4	-0.3307	14	-0.6764
"détailler"	30	3	-0.3042	7	0.4142	20	-0.2952
"ennemi"	262	31	-0.3162	63	1.2616	168	-0.9914
"rôle"	37	3	-0.4866	3	-1.3284	31	1.6022
"prépondérant"	2	0	-0.1126	1	0.4465	1	-0.2694
"sobre"	3	0	-0.1689	1	0.314	2	-0.1638
"arrière-plan"	3	0	-0.1689	3	2.1063	0	-1.484
"gravité"	81	1	-3.4737	9	-1.5613	71	4.4274
"..."	1173	205	7.1358	253	1.1158	715	-6.6691
"sympathique"	58	3	-1.1772	20	2.1866	35	-0.8702
"requérir"	5	0	-0.2815	2	0.5854	3	-0.2901
"And"	4	0	-0.2252	4	2.8084	0	-1.9787
"goût"	36	4	-0.2588	6	-0.3882	26	0.4383
"mention"	28	2	-0.493	12	2.3313	14	-1.4416
"spécial"	50	5	-0.3748	17	1.8708	28	-1.2967
"sembler"	165	19	-0.3385	32	-0.3121	114	0.3805
"représenter"	26	4	0.4079	4	-0.4086	18	0.2679
"intérêt"	111	27	3.5256	34	2.3379	50	-6.2951
"suffire"	74	9	0.2576	21	1.3038	44	-1.1206
"réussir"	203	21	-0.5988	52	1.5673	130	-0.8873
"exécuter"	14	3	0.6241	2	-0.3435	9	-0.3172
"exempt"	12	0	-0.6756	1	-0.5544	11	1.1881
"reproche"	12	0	-0.6756	2	-0.2491	10	0.6829
"entraver"	9	1	-0.1553	4	1.077	4	-0.9018
"réussite"	49	3	-0.8601	7	-0.6651	39	1.2829
"esquive"	18	0	-1.0134	7	1.3052	11	-0.4616
"cause"	99	20	1.8214	21	0.3908	58	-1.5119
"latence"	8	0	-0.4504	2	0.3076	6	0.3002
"Ça"	5	2	0.9391	1	0.1743	2	-0.7196
"expérience"	165	15	-0.8635	22	-1.7207	128	2.3644
"regretter"	39	6	0.4743	10	0.6305	23	-0.8224
"partie"	278	28	-0.7813	70	1.7508	180	-0.8619
"PS"	39	0	-2.1957	7	-0.3212	32	1.4117
"réputation"	22	4	0.5603	3	-0.4709	15	0.2271
"dont"	214	20	-0.9139	41	-0.3574	153	0.8183
"entendre"	94	12	0.3233	17	-0.4079	65	0.3438
"Petit"	3	2	1.3899	1	0.314	0	-1.484
"platine"	8	0	-0.4504	2	0.3076	6	0.3002
"lire"	42	11	1.9999	8	-0.2674	23	-1.3007
"obtenir"	51	3	-0.9282	8	-0.5337	40	1.1534
"double"	23	3	0.266	5	0.3078	15	-0.3327
"o"	4	1	0.393	1	0.231	2	-0.4157
"En"	35	4	-0.2395	9	0.6056	22	-0.5035
"estimer"	10	1	-0.1857	4	0.9268	5	-0.7283
"moi|mois"	46	10	1.3293	10	0.3648	26	-1.1666
"réparation"	2	0	-0.1126	1	0.4465	1	-0.2694
"Vita"	60	1	-2.4093	6	-1.4855	53	3.6266
"perdre"	125	13	-0.48	25	0.2843	87	0.4093
"château"	13	2	0.3179	2	-0.295	9	0.227
